organism,genome,symbol,gene_id,gene_number,chr,start,end,strand
Mus musculus,mm10,Sel1l,ENSMUSG00000020964.14,16844,chr12,91806043,91849157,-
Mus musculus,mm10,Sel1l2,ENSMUSG00000074764.11,16845,chr2,140229855,140389706,-
Mus musculus,mm10,Sel1l3,ENSMUSG00000029189.10,16846,chr5,53107083,53213927,-
Mus musculus,mm10,Sele,ENSMUSG00000026582.6,16847,chr1,164048234,164057677,+
Mus musculus,mm10,Selenbp1,ENSMUSG00000068874.13,16848,chr3,94933056,94944758,+
Mus musculus,mm10,Selenbp2,ENSMUSG00000068877.12,16849,chr3,94693556,94704413,+
Mus musculus,mm10,Selenof,ENSMUSG00000037072.15,16850,chr3,144570304,144597680,+
Mus musculus,mm10,Selenoh,ENSMUSG00000076437.10,16851,chr2,84669215,84670770,-
Mus musculus,mm10,Selenoi,ENSMUSG00000075703.15,16852,chr5,30232581,30272427,+
Mus musculus,mm10,Selenok,ENSMUSG00000042682.9,16853,chr14,29968308,29975662,+
Mus musculus,mm10,Selenom,ENSMUSG00000075702.9,16854,chr11,3514684,3517351,+
Mus musculus,mm10,Selenon,ENSMUSG00000050989.9,16855,chr4,134537892,134552166,-
Mus musculus,mm10,Selenoo,ENSMUSG00000035757.16,16856,chr15,89089084,89100340,+
Mus musculus,mm10,Selenop,ENSMUSG00000064373.12,16857,chr15,3268547,3280508,+
Mus musculus,mm10,Selenos,ENSMUSG00000075701.9,16858,chr7,66079649,66089405,+
Mus musculus,mm10,Selenot,ENSMUSG00000075700.9,16859,chr3,58576636,58593133,+
Mus musculus,mm10,Selenov,ENSMUSG00000046750.17,16860,chr7,28284652,28291186,-
Mus musculus,mm10,Selenow,ENSMUSG00000041571.9,16861,chr7,15917208,15922402,-
Mus musculus,mm10,Sell,ENSMUSG00000026581.14,16862,chr1,164061982,164084181,+
Mus musculus,mm10,Selp,ENSMUSG00000026580.16,16863,chr1,164115264,164150026,+
Mus musculus,mm10,Selplg,ENSMUSG00000048163.13,16864,chr5,113818536,113832644,-
Mus musculus,mm10,Sem1,ENSMUSG00000042541.10,16865,chr6,6557294,6578663,-
Mus musculus,mm10,Sema3a,ENSMUSG00000028883.17,16866,chr5,13125414,13602565,+
Mus musculus,mm10,Sema3b,ENSMUSG00000057969.15,16867,chr9,107597674,107609229,-
Mus musculus,mm10,Sema3c,ENSMUSG00000028780.13,16868,chr5,17574281,17730268,+
Mus musculus,mm10,Sema3d,ENSMUSG00000040254.11,16869,chr5,12383385,12588948,+
Mus musculus,mm10,Sema3e,ENSMUSG00000063531.7,16870,chr5,14025276,14256689,+
Mus musculus,mm10,Sema3f,ENSMUSG00000034684.12,16871,chr9,107681500,107710475,-
Mus musculus,mm10,Sema3g,ENSMUSG00000021904.6,16872,chr14,31217860,31230352,+
Mus musculus,mm10,Sema4a,ENSMUSG00000028064.17,16873,chr3,88435959,88461182,-
Mus musculus,mm10,Sema4b,ENSMUSG00000030539.13,16874,chr7,80186841,80226527,+
Mus musculus,mm10,Sema4c,ENSMUSG00000026121.13,16875,chr1,36548639,36558349,-
Mus musculus,mm10,Sema4d,ENSMUSG00000021451.16,16876,chr13,51685529,51793747,-
Mus musculus,mm10,Sema4f,ENSMUSG00000000627.15,16877,chr6,82911885,82939769,-
Mus musculus,mm10,Sema4g,ENSMUSG00000025207.16,16878,chr19,44989101,45003397,+
Mus musculus,mm10,Sema5a,ENSMUSG00000022231.10,16879,chr15,32244810,32696341,+
Mus musculus,mm10,Sema5b,ENSMUSG00000052133.16,16880,chr16,35541145,35664732,+
Mus musculus,mm10,Sema6a,ENSMUSG00000019647.16,16881,chr18,47235598,47368870,-
Mus musculus,mm10,Sema6b,ENSMUSG00000001227.12,16882,chr17,56123085,56140343,-
Mus musculus,mm10,Sema6c,ENSMUSG00000038777.19,16883,chr3,95160457,95174024,+
Mus musculus,mm10,Sema6d,ENSMUSG00000027200.17,16884,chr2,124089969,124667770,+
Mus musculus,mm10,Sema7a,ENSMUSG00000038264.8,16885,chr9,57940112,57962865,+
Mus musculus,mm10,Senp1,ENSMUSG00000033075.17,16886,chr15,98038744,98093744,-
Mus musculus,mm10,Senp2,ENSMUSG00000022855.9,16887,chr16,22009484,22049269,+
Mus musculus,mm10,Senp3,ENSMUSG00000005204.12,16888,chr11,69673115,69682084,-
Mus musculus,mm10,Senp5,ENSMUSG00000022772.12,16889,chr16,31959672,32003287,-
Mus musculus,mm10,Senp6,ENSMUSG00000034252.14,16890,chr9,80066903,80144953,+
Mus musculus,mm10,Senp7,ENSMUSG00000052917.15,16891,chr16,56048338,56190012,+
Mus musculus,mm10,Senp8,ENSMUSG00000051705.13,16892,chr9,59734259,59750710,-
Mus musculus,mm10,Sephs1,ENSMUSG00000026662.13,16893,chr2,4881564,4910557,+
Mus musculus,mm10,Sephs2,ENSMUSG00000049091.6,16894,chr7,127271879,127274055,-
Mus musculus,mm10,Sepsecs,ENSMUSG00000029173.12,16895,chr5,52640087,52669708,-
Mus musculus,mm10,Septin1,ENSMUSG00000000486.13,16896,chr7,127214447,127233130,-
Mus musculus,mm10,Septin10,ENSMUSG00000019917.10,16897,chr10,59141627,59221847,-
Mus musculus,mm10,Septin11,ENSMUSG00000058013.11,16898,chr5,93093437,93176447,+
Mus musculus,mm10,Septin12,ENSMUSG00000022542.7,16899,chr16,4986858,4997852,-
Mus musculus,mm10,Septin14,ENSMUSG00000034219.15,16900,chr5,129683391,129708512,-
Mus musculus,mm10,Septin2,ENSMUSG00000026276.20,16901,chr1,93478964,93510260,+
Mus musculus,mm10,Septin3,ENSMUSG00000022456.18,16902,chr15,82268802,82294574,+
Mus musculus,mm10,Septin4,ENSMUSG00000020486.19,16903,chr11,87566653,87590539,+
Mus musculus,mm10,Septin5,ENSMUSG00000072214.7,16904,chr16,18620502,18629954,-
Mus musculus,mm10,Septin6,ENSMUSG00000050379.15,16905,chrX,36911326,36991794,-
Mus musculus,mm10,Septin7,ENSMUSG00000001833.17,16906,chr9,25252439,25308571,+
Mus musculus,mm10,Septin8,ENSMUSG00000018398.18,16907,chr11,53519257,53549565,+
Mus musculus,mm10,Septin9,ENSMUSG00000059248.13,16908,chr11,117199661,117362325,+
Mus musculus,mm10,Serac1,ENSMUSG00000015659.12,16909,chr17,6042196,6079741,-
Mus musculus,mm10,Serbp1,ENSMUSG00000036371.6,16910,chr6,67238176,67297736,+
Mus musculus,mm10,Serf1,ENSMUSG00000021643.15,16911,chr13,100108012,100114571,+
Mus musculus,mm10,Serf2,ENSMUSG00000074884.12,16912,chr2,121449195,121458313,+
Mus musculus,mm10,Sergef,ENSMUSG00000030839.12,16913,chr7,46443154,46639807,-
Mus musculus,mm10,Serhl,ENSMUSG00000058586.12,16914,chr15,83089506,83116674,+
Mus musculus,mm10,Serinc1,ENSMUSG00000019877.10,16915,chr10,57515774,57532530,-
Mus musculus,mm10,Serinc2,ENSMUSG00000023232.17,16916,chr4,130253495,130279205,-
Mus musculus,mm10,Serinc3,ENSMUSG00000017707.9,16917,chr2,163623272,163645131,-
Mus musculus,mm10,Serinc4,ENSMUSG00000046110.15,16918,chr2,121439059,121456781,-
Mus musculus,mm10,Serinc5,ENSMUSG00000021703.9,16919,chr13,92611091,92711947,+
Mus musculus,mm10,Serp1,ENSMUSG00000027808.8,16920,chr3,58519817,58525892,-
Mus musculus,mm10,Serp2,ENSMUSG00000052584.10,16921,chr14,76532814,76556889,-
Mus musculus,mm10,Serpina10,ENSMUSG00000061947.10,16922,chr12,103614786,103631444,-
Mus musculus,mm10,Serpina11,ENSMUSG00000063232.16,16923,chr12,103980243,103989957,-
Mus musculus,mm10,Serpina12,ENSMUSG00000041567.3,16924,chr12,104028769,104044443,-
Mus musculus,mm10,Serpina16,ENSMUSG00000071179.8,16925,chr12,103668808,103676139,-
Mus musculus,mm10,Serpina1a,ENSMUSG00000066366.14,16926,chr12,103853589,103863562,-
Mus musculus,mm10,Serpina1b,ENSMUSG00000071178.11,16927,chr12,103728156,103830373,-
Mus musculus,mm10,Serpina1c,ENSMUSG00000079015.2,16928,chr12,103894926,103904887,-
Mus musculus,mm10,Serpina1d,ENSMUSG00000071177.4,16929,chr12,103763594,103773592,-
Mus musculus,mm10,Serpina1e,ENSMUSG00000072849.10,16930,chr12,103946931,103958975,-
Mus musculus,mm10,Serpina1f,ENSMUSG00000021081.12,16931,chr12,103688044,103695529,-
Mus musculus,mm10,Serpina3a,ENSMUSG00000041536.13,16932,chr12,104112724,104121896,+
Mus musculus,mm10,Serpina3b,ENSMUSG00000066364.2,16933,chr12,104127996,104139545,+
Mus musculus,mm10,Serpina3c,ENSMUSG00000066361.3,16934,chr12,104146382,104153870,-
Mus musculus,mm10,Serpina3f,ENSMUSG00000066363.12,16935,chr12,104214544,104221129,+
Mus musculus,mm10,Serpina3g,ENSMUSG00000041481.17,16936,chr12,104236245,104241939,+
Mus musculus,mm10,Serpina3i,ENSMUSG00000079014.4,16937,chr12,104263122,104269372,+
Mus musculus,mm10,Serpina3j,ENSMUSG00000079013.2,16938,chr12,104314553,104320725,+
Mus musculus,mm10,Serpina3k,ENSMUSG00000058207.6,16939,chr12,104338486,104346144,+
Mus musculus,mm10,Serpina3m,ENSMUSG00000079012.11,16940,chr12,104338486,104394257,+
Mus musculus,mm10,Serpina3n,ENSMUSG00000021091.8,16941,chr12,104406729,104414329,+
Mus musculus,mm10,Serpina5,ENSMUSG00000041550.4,16942,chr12,104101113,104106137,+
Mus musculus,mm10,Serpina6,ENSMUSG00000060807.7,16943,chr12,103646630,103657212,-
Mus musculus,mm10,Serpina7,ENSMUSG00000031271.14,16944,chrX,139079257,139085236,-
Mus musculus,mm10,Serpina9,ENSMUSG00000058260.2,16945,chr12,103994743,104013755,-
Mus musculus,mm10,Serpinb11,ENSMUSG00000026327.8,16946,chr1,107361198,107380475,+
Mus musculus,mm10,Serpinb12,ENSMUSG00000059956.14,16947,chr1,106934449,106957080,+
Mus musculus,mm10,Serpinb13,ENSMUSG00000048775.10,16948,chr1,106980984,107001195,+
Mus musculus,mm10,Serpinb1a,ENSMUSG00000044734.16,16949,chr13,32842092,32851185,-
Mus musculus,mm10,Serpinb1b,ENSMUSG00000051029.8,16950,chr13,33078575,33094380,+
Mus musculus,mm10,Serpinb1c,ENSMUSG00000079049.9,16951,chr13,32881434,32898211,-
Mus musculus,mm10,Serpinb2,ENSMUSG00000062345.10,16952,chr1,107511423,107535478,+
Mus musculus,mm10,Serpinb3a,ENSMUSG00000044594.14,16953,chr1,107045587,107052303,-
Mus musculus,mm10,Serpinb3b,ENSMUSG00000073602.10,16954,chr1,107153940,107278361,-
Mus musculus,mm10,Serpinb3c,ENSMUSG00000073601.2,16955,chr1,107271201,107278371,-
Mus musculus,mm10,Serpinb3d,ENSMUSG00000058017.6,16956,chr1,107078167,107083506,-
Mus musculus,mm10,Serpinb5,ENSMUSG00000067006.12,16957,chr1,106861173,106883348,+
Mus musculus,mm10,Serpinb6a,ENSMUSG00000060147.15,16958,chr13,33917918,34002794,-
Mus musculus,mm10,Serpinb6b,ENSMUSG00000042842.11,16959,chr13,32965209,32979067,+
Mus musculus,mm10,Serpinb6c,ENSMUSG00000052180.15,16960,chr13,33879816,33905708,-
Mus musculus,mm10,Serpinb6d,ENSMUSG00000047889.9,16961,chr13,33661405,33671581,+
Mus musculus,mm10,Serpinb6e,ENSMUSG00000069248.11,16962,chr13,33832345,33843408,-
Mus musculus,mm10,Serpinb7,ENSMUSG00000067001.11,16963,chr1,107399655,107452689,+
Mus musculus,mm10,Serpinb8,ENSMUSG00000026315.13,16964,chr1,107590006,107610484,+
Mus musculus,mm10,Serpinb9,ENSMUSG00000045827.10,16965,chr13,33003250,33017957,+
Mus musculus,mm10,Serpinb9b,ENSMUSG00000021403.3,16966,chr13,33027416,33041884,+
Mus musculus,mm10,Serpinb9c,ENSMUSG00000021404.12,16967,chr13,33149275,33159742,-
Mus musculus,mm10,Serpinb9d,ENSMUSG00000054266.2,16968,chr13,33192959,33203129,+
Mus musculus,mm10,Serpinb9e,ENSMUSG00000062342.3,16969,chr13,33249612,33260850,+
Mus musculus,mm10,Serpinb9f,ENSMUSG00000038327.8,16970,chr13,33324077,33335370,+
Mus musculus,mm10,Serpinb9g,ENSMUSG00000057726.3,16971,chr13,33484790,33496004,+
Mus musculus,mm10,Serpinb9h,ENSMUSG00000071452.4,16972,chr13,33395761,33405285,+
Mus musculus,mm10,Serpinc1,ENSMUSG00000026715.12,16973,chr1,160978585,161005863,+
Mus musculus,mm10,Serpind1,ENSMUSG00000022766.14,16974,chr16,17331371,17343575,+
Mus musculus,mm10,Serpine1,ENSMUSG00000037411.10,16975,chr5,137061504,137072268,-
Mus musculus,mm10,Serpine2,ENSMUSG00000026249.10,16976,chr1,79794197,79861180,-
Mus musculus,mm10,Serpine3,ENSMUSG00000091155.1,16977,chr14,62663667,62692243,+
Mus musculus,mm10,Serpinf1,ENSMUSG00000000753.15,16978,chr11,75409769,75422701,-
Mus musculus,mm10,Serpinf2,ENSMUSG00000038224.12,16979,chr11,75431732,75439591,-
Mus musculus,mm10,Serping1,ENSMUSG00000023224.12,16980,chr2,84765387,84775444,-
Mus musculus,mm10,Serpinh1,ENSMUSG00000070436.12,16981,chr7,99345376,99353239,-
Mus musculus,mm10,Serpini1,ENSMUSG00000027834.15,16982,chr3,75557547,75643495,+
Mus musculus,mm10,Serpini2,ENSMUSG00000034139.4,16983,chr3,75242370,75270078,-
Mus musculus,mm10,Sertad1,ENSMUSG00000008384.8,16984,chr7,27486910,27490316,+
Mus musculus,mm10,Sertad2,ENSMUSG00000049800.13,16985,chr11,20543253,20653021,+
Mus musculus,mm10,Sertad3,ENSMUSG00000055200.7,16986,chr7,27473768,27477364,+
Mus musculus,mm10,Sertad4,ENSMUSG00000016262.14,16987,chr1,192844488,192855756,-
Mus musculus,mm10,Sertm1,ENSMUSG00000056306.5,16988,chr3,54897068,54915887,-
Mus musculus,mm10,Sesn1,ENSMUSG00000038332.13,16989,chr10,41809935,41908424,+
Mus musculus,mm10,Sesn2,ENSMUSG00000028893.8,16990,chr4,132492032,132510501,-
Mus musculus,mm10,Sesn3,ENSMUSG00000032009.8,16991,chr9,14275067,14333101,+
Mus musculus,mm10,Sestd1,ENSMUSG00000042272.17,16992,chr2,77180340,77280592,-
Mus musculus,mm10,Set,ENSMUSG00000054766.13,16993,chr2,30057378,30072577,+
Mus musculus,mm10,Setbp1,ENSMUSG00000024548.11,16994,chr18,78750380,79109391,-
Mus musculus,mm10,Setd1a,ENSMUSG00000042308.14,16995,chr7,127776670,127800122,+
Mus musculus,mm10,Setd1b,ENSMUSG00000038384.16,16996,chr5,123142193,123168629,+
Mus musculus,mm10,Setd2,ENSMUSG00000044791.16,16997,chr9,110532597,110618633,+
Mus musculus,mm10,Setd3,ENSMUSG00000056770.15,16998,chr12,108106431,108179314,-
Mus musculus,mm10,Setd4,ENSMUSG00000022948.16,16999,chr16,93583457,93604063,-
Mus musculus,mm10,Setd5,ENSMUSG00000034269.12,17000,chr6,113077365,113153435,+
Mus musculus,mm10,Setd6,ENSMUSG00000031671.11,17001,chr8,95715881,95719010,+
Mus musculus,mm10,Setd7,ENSMUSG00000037111.9,17002,chr3,51515319,51560879,-
Mus musculus,mm10,Setdb1,ENSMUSG00000015697.14,17003,chr3,95323525,95357202,-
Mus musculus,mm10,Setdb2,ENSMUSG00000071350.12,17004,chr14,59402009,59440884,-
Mus musculus,mm10,Setmar,ENSMUSG00000034639.7,17005,chr6,108065045,108077122,+
Mus musculus,mm10,Setx,ENSMUSG00000043535.13,17006,chr2,29124181,29182471,+
Mus musculus,mm10,Sez6,ENSMUSG00000000632.13,17007,chr11,77930800,77979048,+
Mus musculus,mm10,Sez6l,ENSMUSG00000058153.15,17008,chr5,112419151,112577185,-
Mus musculus,mm10,Sez6l2,ENSMUSG00000030683.11,17009,chr7,126950563,126970606,+
Mus musculus,mm10,Sf1,ENSMUSG00000024949.17,17010,chr19,6363690,6378030,+
Mus musculus,mm10,Sf3a1,ENSMUSG00000002129.11,17011,chr11,4160350,4182541,+
Mus musculus,mm10,Sf3a2,ENSMUSG00000020211.15,17012,chr10,80798198,80804924,+
Mus musculus,mm10,Sf3a3,ENSMUSG00000028902.4,17013,chr4,124714776,124732460,+
Mus musculus,mm10,Sf3b1,ENSMUSG00000025982.13,17014,chr1,54985169,55027481,-
Mus musculus,mm10,Sf3b2,ENSMUSG00000024853.10,17015,chr19,5273932,5295455,-
Mus musculus,mm10,Sf3b3,ENSMUSG00000033732.10,17016,chr8,110810239,110846787,-
Mus musculus,mm10,Sf3b4,ENSMUSG00000068856.3,17017,chr3,96172332,96177564,+
Mus musculus,mm10,Sf3b5,ENSMUSG00000078348.4,17018,chr10,13005343,13009183,+
Mus musculus,mm10,Sf3b6,ENSMUSG00000037361.8,17019,chr12,4817544,4827659,+
Mus musculus,mm10,Sfi1,ENSMUSG00000023764.18,17020,chr11,3131850,3193463,-
Mus musculus,mm10,Sfmbt1,ENSMUSG00000006527.16,17021,chr14,30714849,30822721,+
Mus musculus,mm10,Sfmbt2,ENSMUSG00000061186.15,17022,chr2,10370510,10595253,+
Mus musculus,mm10,Sfn,ENSMUSG00000047281.3,17023,chr4,133600556,133602168,-
Mus musculus,mm10,Sfpq,ENSMUSG00000028820.13,17024,chr4,127021324,127037013,+
Mus musculus,mm10,Sfr1,ENSMUSG00000025066.10,17025,chr19,47731682,47735588,+
Mus musculus,mm10,Sfrp1,ENSMUSG00000031548.7,17026,chr8,23411502,23449632,+
Mus musculus,mm10,Sfrp2,ENSMUSG00000027996.13,17027,chr3,83766321,83774316,+
Mus musculus,mm10,Sfrp4,ENSMUSG00000021319.7,17028,chr13,19623104,19632994,+
Mus musculus,mm10,Sfrp5,ENSMUSG00000018822.7,17029,chr19,42197971,42202252,-
Mus musculus,mm10,Sfswap,ENSMUSG00000029439.14,17030,chr5,129501221,129571384,+
Mus musculus,mm10,Sft2d1,ENSMUSG00000073468.12,17031,chr17,8311102,8327442,+
Mus musculus,mm10,Sft2d2,ENSMUSG00000040848.11,17032,chr1,165174337,165194438,-
Mus musculus,mm10,Sft2d3,ENSMUSG00000044982.7,17033,chr18,31909098,31911824,-
Mus musculus,mm10,Sfta2,ENSMUSG00000090509.2,17034,chr17,35601549,35650571,+
Mus musculus,mm10,Sftpa1,ENSMUSG00000021789.14,17035,chr14,41131782,41136452,+
Mus musculus,mm10,Sftpb,ENSMUSG00000056370.15,17036,chr6,72304610,72314371,+
Mus musculus,mm10,Sftpc,ENSMUSG00000022097.4,17037,chr14,70520949,70524081,-
Mus musculus,mm10,Sftpd,ENSMUSG00000021795.10,17038,chr14,41172214,41185149,-
Mus musculus,mm10,Sfxn1,ENSMUSG00000021474.9,17039,chr13,54071869,54108342,+
Mus musculus,mm10,Sfxn2,ENSMUSG00000025036.7,17040,chr19,46573365,46598066,+
Mus musculus,mm10,Sfxn3,ENSMUSG00000025212.17,17041,chr19,45047503,45056383,+
Mus musculus,mm10,Sfxn4,ENSMUSG00000063698.9,17042,chr19,60837277,60861479,-
Mus musculus,mm10,Sfxn5,ENSMUSG00000033720.12,17043,chr6,85213049,85333422,-
Mus musculus,mm10,Sgca,ENSMUSG00000001508.15,17044,chr11,94962791,94976327,-
Mus musculus,mm10,Sgcb,ENSMUSG00000029156.11,17045,chr5,73632749,73647790,-
Mus musculus,mm10,Sgcd,ENSMUSG00000020354.15,17046,chr11,46896253,47988969,-
Mus musculus,mm10,Sgce,ENSMUSG00000004631.15,17047,chr6,4674350,4747207,-
Mus musculus,mm10,Sgcg,ENSMUSG00000035296.14,17048,chr14,61219115,61258490,-
Mus musculus,mm10,Sgcz,ENSMUSG00000039539.13,17049,chr8,37522298,38661508,-
Mus musculus,mm10,Sgf29,ENSMUSG00000030714.14,17050,chr7,126649309,126672925,+
Mus musculus,mm10,Sgip1,ENSMUSG00000028524.21,17051,chr4,102741297,102973628,+
Mus musculus,mm10,Sgk1,ENSMUSG00000019970.15,17052,chr10,21882184,21999903,+
Mus musculus,mm10,Sgk2,ENSMUSG00000017868.16,17053,chr2,162987330,163014127,+
Mus musculus,mm10,Sgk3,ENSMUSG00000025915.14,17054,chr1,9798107,9900845,+
Mus musculus,mm10,Sgms1,ENSMUSG00000040451.18,17055,chr19,32122727,32389714,-
Mus musculus,mm10,Sgms2,ENSMUSG00000050931.7,17056,chr3,131318985,131491411,-
Mus musculus,mm10,Sgo1,ENSMUSG00000023940.14,17057,chr17,53674786,53689333,-
Mus musculus,mm10,Sgo2a,ENSMUSG00000026039.9,17058,chr1,57995971,58025899,+
Mus musculus,mm10,Sgo2b,ENSMUSG00000094443.2,17059,chr8,63924694,63952248,-
Mus musculus,mm10,Sgpl1,ENSMUSG00000020097.14,17060,chr10,61098642,61147703,-
Mus musculus,mm10,Sgpp1,ENSMUSG00000021054.6,17061,chr12,75714249,75735729,-
Mus musculus,mm10,Sgpp2,ENSMUSG00000032908.9,17062,chr1,78310345,78420289,+
Mus musculus,mm10,Sgsh,ENSMUSG00000005043.13,17063,chr11,119343425,119355536,-
Mus musculus,mm10,Sgsm1,ENSMUSG00000042216.13,17064,chr5,113243220,113310786,-
Mus musculus,mm10,Sgsm2,ENSMUSG00000038351.14,17065,chr11,74849261,74897060,-
Mus musculus,mm10,Sgsm3,ENSMUSG00000042303.19,17066,chr15,80977765,81012290,+
Mus musculus,mm10,Sgta,ENSMUSG00000004937.6,17067,chr10,81044075,81060181,-
Mus musculus,mm10,Sgtb,ENSMUSG00000042743.13,17068,chr13,104109741,104141735,+
Mus musculus,mm10,Sh2b1,ENSMUSG00000030733.10,17069,chr7,126466994,126475424,-
Mus musculus,mm10,Sh2b2,ENSMUSG00000005057.13,17070,chr5,136218147,136246556,-
Mus musculus,mm10,Sh2b3,ENSMUSG00000042594.16,17071,chr5,121815488,121837646,-
Mus musculus,mm10,Sh2d1a,ENSMUSG00000005696.11,17072,chrX,42502453,42529330,+
Mus musculus,mm10,Sh2d1b1,ENSMUSG00000102418.1,17073,chr1,170277320,170286769,+
Mus musculus,mm10,Sh2d1b2,ENSMUSG00000073494.5,17074,chr1,170232749,170253608,+
Mus musculus,mm10,Sh2d2a,ENSMUSG00000028071.12,17075,chr3,87846755,87855722,+
Mus musculus,mm10,Sh2d3c,ENSMUSG00000059013.12,17076,chr2,32721055,32755512,+
Mus musculus,mm10,Sh2d4a,ENSMUSG00000053886.4,17077,chr8,68276567,68347699,+
Mus musculus,mm10,Sh2d4b,ENSMUSG00000037833.14,17078,chr14,40813789,40893266,-
Mus musculus,mm10,Sh2d5,ENSMUSG00000045349.15,17079,chr4,138250403,138261332,+
Mus musculus,mm10,Sh2d6,ENSMUSG00000052631.15,17080,chr6,72513641,72521707,-
Mus musculus,mm10,Sh2d7,ENSMUSG00000046460.15,17081,chr9,54534146,54545020,+
Mus musculus,mm10,Sh3bgr,ENSMUSG00000040666.19,17082,chr16,96200450,96228935,+
Mus musculus,mm10,Sh3bgrl,ENSMUSG00000031246.14,17083,chrX,109095365,109197873,+
Mus musculus,mm10,Sh3bgrl2,ENSMUSG00000032261.16,17084,chr9,83548327,83638801,+
Mus musculus,mm10,Sh3bgrl3,ENSMUSG00000028843.8,17085,chr4,134127406,134128789,-
Mus musculus,mm10,Sh3bp1,ENSMUSG00000022436.16,17086,chr15,78899768,78912051,+
Mus musculus,mm10,Sh3bp2,ENSMUSG00000054520.15,17087,chr5,34525838,34563641,+
Mus musculus,mm10,Sh3bp4,ENSMUSG00000036206.12,17088,chr1,89070415,89155068,+
Mus musculus,mm10,Sh3bp5,ENSMUSG00000021892.14,17089,chr14,31359880,31436078,-
Mus musculus,mm10,Sh3bp5l,ENSMUSG00000013646.17,17090,chr11,58330724,58347728,+
Mus musculus,mm10,Sh3d19,ENSMUSG00000028082.14,17091,chr3,85971109,86130526,+
Mus musculus,mm10,Sh3d21,ENSMUSG00000073758.10,17092,chr4,126150602,126163491,-
Mus musculus,mm10,Sh3gl1,ENSMUSG00000003200.10,17093,chr17,56016750,56036635,-
Mus musculus,mm10,Sh3gl2,ENSMUSG00000028488.15,17094,chr4,85205126,85639195,+
Mus musculus,mm10,Sh3gl3,ENSMUSG00000030638.13,17095,chr7,82173840,82307419,+
Mus musculus,mm10,Sh3glb1,ENSMUSG00000037062.13,17096,chr3,144683678,144720335,-
Mus musculus,mm10,Sh3glb2,ENSMUSG00000026860.16,17097,chr2,30344809,30359337,-
Mus musculus,mm10,Sh3kbp1,ENSMUSG00000040990.17,17098,chrX,159627272,159978069,+
Mus musculus,mm10,Sh3pxd2a,ENSMUSG00000053617.12,17099,chr19,47260174,47464401,-
Mus musculus,mm10,Sh3pxd2b,ENSMUSG00000040711.8,17100,chr11,32347820,32428173,+
Mus musculus,mm10,Sh3rf1,ENSMUSG00000031642.9,17101,chr8,61223872,61396071,+
Mus musculus,mm10,Sh3rf2,ENSMUSG00000057719.11,17102,chr18,42053667,42158960,+
Mus musculus,mm10,Sh3rf3,ENSMUSG00000037990.18,17103,chr10,58813359,59138916,+
Mus musculus,mm10,Sh3tc1,ENSMUSG00000036553.16,17104,chr5,35697180,35739987,-
Mus musculus,mm10,Sh3tc2,ENSMUSG00000045629.8,17105,chr18,61953075,62024402,+
Mus musculus,mm10,Sh3yl1,ENSMUSG00000020669.15,17106,chr12,30911668,30960162,+
Mus musculus,mm10,Shank1,ENSMUSG00000038738.15,17107,chr7,44310253,44360572,+
Mus musculus,mm10,Shank2,ENSMUSG00000037541.22,17108,chr7,144001928,144424494,+
Mus musculus,mm10,Shank3,ENSMUSG00000022623.17,17109,chr15,89499623,89560261,+
Mus musculus,mm10,Sharpin,ENSMUSG00000022552.16,17110,chr15,76347040,76351111,-
Mus musculus,mm10,Shb,ENSMUSG00000044813.15,17111,chr4,45423278,45532470,-
Mus musculus,mm10,Shbg,ENSMUSG00000005202.2,17112,chr11,69614804,69617905,-
Mus musculus,mm10,Shc1,ENSMUSG00000042626.13,17113,chr3,89418443,89430027,+
Mus musculus,mm10,Shc2,ENSMUSG00000020312.12,17114,chr10,79618051,79637918,-
Mus musculus,mm10,Shc3,ENSMUSG00000021448.8,17115,chr13,51431041,51569487,-
Mus musculus,mm10,Shc4,ENSMUSG00000035109.14,17116,chr2,125627447,125724148,-
Mus musculus,mm10,Shcbp1,ENSMUSG00000022322.8,17117,chr8,4735976,4779567,-
Mus musculus,mm10,Shcbp1l,ENSMUSG00000042708.12,17118,chr1,153425162,153452574,+
Mus musculus,mm10,Shd,ENSMUSG00000039154.8,17119,chr17,55970467,55976625,+
Mus musculus,mm10,She,ENSMUSG00000046280.9,17120,chr3,89831370,89858834,+
Mus musculus,mm10,Shf,ENSMUSG00000033256.14,17121,chr2,122348892,122369162,-
Mus musculus,mm10,Shfl,ENSMUSG00000038884.14,17122,chr9,20868642,20874307,+
Mus musculus,mm10,Shh,ENSMUSG00000002633.4,17123,chr5,28456815,28467256,-
Mus musculus,mm10,Shisa2,ENSMUSG00000044461.6,17124,chr14,59625308,59631660,+
Mus musculus,mm10,Shisa3,ENSMUSG00000050010.8,17125,chr5,67607882,67623552,+
Mus musculus,mm10,Shisa4,ENSMUSG00000041889.7,17126,chr1,135371057,135375237,-
